X,Y,TOWNNAME,LONGITUDE,LATITUDE,ISCENTER,icon_url
12.3828783843585,-14.2670376322342,Bentiaba,12.3830,-14.2670,Subdistrict,./0.png
20.0168958843552,-9.91703234245736,Mona-Kimbundo,20.0170,-9.9170,Subdistrict,./0.png
18.8668920662288,-13.4330391002619,Tempue,18.8670,-13.4330,Subdistrict,./0.png
14.5168851094234,-7.88302664855837,Kipedro,14.5170,-7.8830,Subdistrict,./0.png
15.7498840711575,-16.1670428801359,Mupa,15.7500,-16.1670,Subdistrict,./0.png
15.9668884509869,-5.96702325584495,Sakandika,15.9670,-5.9670,Subdistrict,./0.png
12.9668825811882,-5.91702253386967,Pedra de Feitico,12.9670,-5.9170,Subdistrict,./0.png
20.4168950328987,-14.3500416322377,Muie,20.4170,-14.3500,Subdistrict,./0.png
14.5998855448904,-6.81702461760738,Lukunga,14.6000,-6.8170,Subdistrict,./0.png
20.3498954466526,-13.0830390095583,Kassamba,20.3500,-13.0830,Subdistrict,./0.png
23.7499032740511,-12.5830392583042,Macondo,23.7500,-12.5830,Subdistrict,./0.png
19.1498936762235,-10.9330341506346,Alto-Chikapa,19.1500,-10.9330,Subdistrict,./0.png
16.8168874899048,-13.9170391392748,Malengue,16.8170,-13.9170,Subdistrict,./0.png
13.0998828176712,-6.00002271857506,Lufiko,13.1000,-6.0000,Subdistrict,./0.png
14.4168847309316,-8.51702783399636,Piri,14.4170,-8.5170,Subdistrict,./0.png
12.7668819843053,-6.86702426757069,Kinzau,12.7670,-6.8670,Subdistrict,./0.png
14.4998827658395,-13.8670379529504,Kalopi,14.5000,-13.8670,Subdistrict,./0.png
19.1998934041839,-11.9500362412869,Kangumbe,19.2000,-11.9500,Subdistrict,./0.png
17.3668899964107,-10.6830330204517,Kapunda,17.3670,-10.6830,Subdistrict,./0.png
20.3998931682354,-17.8000485781198,Xamavera,20.4000,-17.8000,Subdistrict,./0.png
12.5328788852807,-13.867036993772,Lucira,12.5330,-13.8670,Subdistrict,./0.png
14.9498849198722,-11.0500328474181,Kassanje,14.9500,-11.0500,Subdistrict,./0.png
13.7668837763667,-7.38302549301606,Kindeji,13.7670,-7.3830,Subdistrict,./0.png
19.5998930999709,-14.6330418363112,Lupiri,19.6000,-14.6330,Subdistrict,./0.png
15.1000456828706,-12.3550863872807,Ussoke Sede,15.1002,-12.3551,Subdistrict,./0.png
14.1498843137776,-8.15002705598172,Kanakassala,14.1500,-8.1500,Subdistrict,./0.png
15.8328863975939,-11.817034661686,Bimbe,15.8330,-11.8170,Subdistrict,./0.png
17.0668885268753,-12.8000370784036,Chicala,17.0670,-12.8000,Subdistrict,./0.png
21.9168984538283,-14.2000419743654,Mussuma,21.9170,-14.2000,Subdistrict,./0.png
15.0828855617509,-10.0330309514953,Kissongo,15.0830,-10.0330,Subdistrict,./0.png
17.2498894855909,-11.4000343992828,Kaiei,17.2500,-11.4000,Subdistrict,./0.png
14.1168816719162,-14.500038933585,Cacula,14.1170,-14.5000,Subdistrict,./0.png
14.0328835444677,-9.85003024026213,Demba Chio,14.0330,-9.8500,Subdistrict,./0.png
21.5668998894404,-7.61702789812779,Kanzar,21.5670,-7.6170,Subdistrict,./0.png
14.9168861627864,-6.85002475700093,Pete-Cusso,14.9170,-6.8500,Subdistrict,./0.png
13.9668808871893,-15.3830404700717,Kihita,13.9670,-15.3830,Subdistrict,./0.png
15.5711248448807,-14.0543178165567,Bambi,15.5712,-14.0543,Subdistrict,./0.png
19.0498908552041,-16.6170455124069,Rito,19.0500,-16.6170,Subdistrict,./0.png
14.8828821573032,-16.3830428011551,Mukope,14.8830,-16.3830,Subdistrict,./0.png
